property_id,city,property_type,area_sqft,bedrooms,bathrooms,year_built,furnished,parking_spaces,price,agent_name,listing_date,floors,distance_from_center_km,condition,internal_notes,row_number
P100405,Faisalabad,Apartment,1894.0,3.0,2.0,1989,no,2,5100000.0,Ayesha Butt,2023-07-09 00:00:00,2,9.4,Average,VIP,406
P100757,Peshawar,House,1990,3.0,2.0,2001,Yes,2,10400000.0,Fatima Khan,2024-04-26 00:00:00,4,10.0,Excellent,call later,758
P100757,Peshawar,House,1990,3.0,2.0,2001,Yes,2,10400000.0,Fatima Khan,2024-04-26 00:00:00,4,10.0,Excellent,call later,758
P101407,Karachi,Villa,2501.0,6.0,6.0,1993,True,2,18750000.0,Hamza Shah,2023-06-24 00:00:00,2,8.8,Good,nan,1408
P101673,Karachi,House,1532.0,2.0,2.0,2019,Yes,0,7800000.0,N/A,2024-12-06 00:00:00,2,6.3,Average,owner waiting,1674
P101457,Lahore,Townhouse,1947.0,4.0,4.0,1985,Yes,1,8750000.0,Sara Siddiqui,2023-04-23 00:00:00,3,6.6,Excellent,VIP,1458
P101825,karachi,Apartment,1039.0,2.0,1.0,1991,Yes,2,5300000.0,Danish Sheikh,2022-08-15 00:00:00,2,2.2,Good,call later,1826
P100743,Karachi,House,2131.0,4.0,4.0,2007,No,2,12550000.0,Ali Raza,2024-08-02 00:00:00,4,4.0,Excellent,follow up,744
P100806,Rawalpindi,House,573.0,1.0,1.0,2013,Yes,2,2550000.0,Usman Khan,2022-08-07 00:00:00,2,11.7,Good,VIP,807
P102341,Karachi,House,2123.0,5.0,4.0,2012,No,1,13750000.0,Bilal Khan,2022-08-15 00:00:00,3,7.3,Good,follow up,2342
P101359,Karachi,House,1026.0,1.0,1.0,2003,No,0,5550000.0,Hina Sheikh,2024-09-09 00:00:00,2,4.6,Good,,1360
P101956,Islamabad,House,1709.0,2.0,2.0,2015,Yes,1,11300000.0,Hamza Qureshi,2025-11-29 00:00:00,3,6.1,Average,owner waiting,1957
P101480,LAHORE,House,1154.0,1.0,1.0,2013,No,2,6550000.0,Hamza Sheikh,2022-10-19 00:00:00,1,10.9,Excellent,nan,1481
P100148,Lahore,Apartment,1589.0,3.0,2.0,2008,No,1,6550000.0,Hassan Iqbal,2023-07-21 00:00:00,2,3.3,Average,VIP,149
P101268,Lahore,Apartment,1260.0,3.0,3.0,1987,No,2,5600000.0,Omar Butt,2024-04-11 00:00:00,4,5.0,Good,VIP,1269
P101483,Karachi,House,1532.0,3.0,3.0,2013,No,1,10050000.0,Ayesha Qureshi,2025-03-13 00:00:00,2,11.0,Excellent,call later,1484
P100692,Karachi,Apartment,1477.0,3.0,3.0,2017,No,2,5200000.0,Danish Iqbal,2023-06-09 00:00:00,2,8.1,Average,follow up,693
P100818,Islamabad,House,1442.0,2.0,2.0,2013,No,2,11250000.0,Hamza Butt,2022-12-06 00:00:00,2,5.3,Average,,819
P101813,Karachi,Villa,899.0,1.0,1.0,1998,Yes,0,6850000.0,Zain Ahmed,2025-01-04 00:00:00,2,7.7,Average,,1814
P101765,Karachi,Apartment,1314.0,3.0,3.0,2007,N,1,"7,000,000",Ahmed Malik,2022-10-17 00:00:00,3,9.2,Average,VIP,1766
P101769,,Villa,1072.0,2.0,1.0,1991,No,0,5200000.0,Fatima Malik,2023-03-17 00:00:00,2,5.9,Average,follow up,1770
P100701,Lahore,Townhouse,1952.0,3.0,2.0,2015,No,2,6700000.0,Maham Shah,2023-08-17 00:00:00,3,6.0,Average,,702
P102243,Karachi,House,630.0,1.0,1.0,2014,Yes,0,3650000.0,Hassan Butt,2025-06-10 00:00:00,3,3.9,Excellent,VIP,2244
P100921,Faisalabad,House,1394.0,3.0,3.0,2004,No,0,4400000.0,Hassan Sheikh,2022-07-09 00:00:00,1,6.4,Average,owner waiting,922
P100905,Islamabad,Villa,1664.0,4.0,4.0,1995,No,1,12350000.0,Saad Malik,2025-10-29 00:00:00,2,4.5,Average,,906
P100454,Karachi,Apartment,2797.0,5.0,5.0,1990,No,3,14400000.0,Ali Iqbal,2023-08-12 00:00:00,1,4.3,Excellent,follow up,455
P101533,Rawalpindi,Apartment,1048.0,1.0,1.0,2015,No,3,5300000.0,Ali Siddiqui,2023-09-28 00:00:00,3,3.8,Needs Renovation,owner waiting,1534
P101850,Karachi,House,577.0,1.0,1.0,1983,Yes,1,2700000.0,Ayesha Butt,2024-10-07 00:00:00,3,8.7,Excellent,owner waiting,1851
P101266,Karachi,Apartment,1407.0,2.0,2.0,2008,Yes,3,9050000.0,Fatima Qureshi,2024-05-21 00:00:00,2,4.2,Excellent,owner waiting,1267
P100167,Multan,House,2287.0,4.0,3.0,2016,No,0,7550000.0,Bilal Qureshi,2023-10-10 00:00:00,2,10.4,Needs Renovation,nan,168
P100730,Lahore,House,2005.0,3.0,3.0,2016,No,2,11350000.0,Hassan Siddiqui,2022-10-16 00:00:00,2,7.5,Good,follow up,731
P101629,Lahore,Townhouse,1279.0,1.0,1.0,2023,Yes,1,8550000.0,  Usman Shah  ,2025-05-20 00:00:00,4,13.3,New,urgent,1630
P100026,Lahore,Townhouse,2506.0,4.0,4.0,2012,No,2,11100000.0,Hina Khan,2023-08-19 00:00:00,1,7.3,Average,follow up,27
P102311,Karachi,Apartment,1356.0,3.0,3.0,1996,,2,7000000.0,Hina Khan,2023-04-19 00:00:00,2,12.2,Good,,2312
P101572,Islamabad,House,1905.0,4.0,3.0,1984,Yes,1,17200000.0,Zain Sheikh,2025-11-25 00:00:00,4,1.8,Excellent,,1573
P100997,Karachi,Villa,1374.0,1.0,1.0,1998,No,3,9600000.0,Ali Siddiqui,2025-03-03 00:00:00,3,3.9,Average,,998
P101176,Lahore,House,2119.0,3.0,3.0,2023,Yes,2,13300000.0,Usman Khan,2023-11-27 00:00:00,2,8.1,Good,,1177
P101040,Karachi,Villa,1509.0,3.0,3.0,1985,Yes,2,150000000.0,Ali Khan,2024-07-13 00:00:00,2,10.8,New,follow up,1041
P101674,Multan,Villa,1618.0,3.0,3.0,1998,No,2,6150000.0,  Sara Iqbal  ,2023-09-04 00:00:00,2,4.1,Excellent,VIP,1675
P101295,Lahore,Apartment,2812.0,5.0,5.0,2020,Yes,1,13150000.0,Ahmed Shah,2025-05-12 00:00:00,2,5.8,New,owner waiting,1296
P101947,Peshawar,Apartment,413.0,1.0,,2023,Yes,1,1450000.0,Hassan Shah,2022-03-05 00:00:00,3,2.0,Good,,1948
P100041,Multan,House,1481.0,3.0,3.0,2022,No,2,4800000.0,Hassan Shah,2024-10-08 00:00:00,3,10.7,Good,follow up,42
P101283,Islamabad,House,1747.0,,2.0,1991,Yes,1,13150000.0,Ayesha Shah,2022-05-30 00:00:00,3,9.4,Average,nan,1284
P102158,Lahore,Apartment,1167.0,3.0,2.0,2005,Yes,1,5150000.0,Saad Khan,2025-02-15 00:00:00,4,-8.8,Average,,2159
P101760,Lahore,Townhouse,2156.0,3.0,2.0,2003,Yes,2,13450000.0,Usman Khan,2023-06-02 00:00:00,2,14.2,Average,urgent,1761
P101420,Rawalpindi,House,1336.0,2.0,2.0,1983,No,1,5550000.0,Zain Shah,2024-04-02 00:00:00,2,5.2,Good,,1421
P102357,Lahore,Apartment,2783.0,7.0,6.0,1999,No,1,12150000.0,Danish Khan,2024-12-30 00:00:00,2,17.1,Good,nan,2358
P100609,Lahore,Townhouse,1059.0,2.0,2.0,2002,Yes,4,4900000.0,Saad Ahmed,2022-03-16 00:00:00,2,18.4,Good,call later,610
P101132,Karachi,Apartment,2158.0,4.0,3.0,1991,No,2,9350000.0,Omar Siddiqui,2023-12-07 00:00:00,2,4.8,Excellent,VIP,1133
P100028,KHI,Villa,1075.0,2.0,2.0,2000,N,3,100000000.0,Maham Malik,2023-05-04 00:00:00,3,6.0,Good,follow up,29
P100441,Karachi,House,2152.0,4.0,4.0,1982,Yes,2,13650000.0,Zain Ahmed,2022-04-23 00:00:00,4,4.8,Good,urgent,442
P100196,Islamabad,Villa,1725.0,3.0,2.0,1988,Yes,1,19650000.0,Hamza Butt,2022-11-16 00:00:00,1,13.0,Excellent,urgent,2525
P101711,Lahore,House,1949.0,3.0,2.0,2013,No,1,9650000.0,Hina Qureshi,2022-07-29 00:00:00,2,7.3,Excellent,nan,1712
P100493,Lahore,Apartment,1657.0,3.0,,2015,No,1,5750000.0,Danish Khan,2022-04-01 00:00:00,3,0.8,Average,owner waiting,494
P101258,Islamabad,Townhouse,400.0,1.0,1.0,1994,Yes,0,2550000.0,Omar Malik,2022-08-28 00:00:00,2,3.8,Excellent,owner waiting,1259
P101941,Lahore,House,1616.0,3.0,3.0,2009,No,2,8150000.0,Hina Butt,2024-10-18 00:00:00,1,16.2,Average,,1942
P100236,Lahore,House,2081.0,3.0,3.0,1994,No,3,10050000.0,Hina Ahmed,2024-01-15 00:00:00,2,9.2,Needs Renovation,follow up,237
P100551,Karachi,House,720.0,1.0,1.0,1990,No,2,4050000.0,Ayesha Malik,2022-12-10 00:00:00,2,5.2,Good,,552
P100520,Faisalabad,Residential House,2472.0,6.0,5.0,2013,No,2,9000000.0,Sara Khan,2025-10-16 00:00:00,3,7.2,Good,urgent,521
P101717,Islamabad,House,,3.0,3.0,2009,No,4,10000000.0,Ayesha Raza,2025-04-22 00:00:00,3,6.7,New,urgent,1718
P101232,Karachi,Apartment,1561.0,2.0,1.0,1981,No,3,6200000.0,Hamza Malik,2023-02-20 00:00:00,3,7.8,Good,,1233
P101138,Karachi,Villa,718.0,1.0,1.0,1987,Yes,2,5350000.0,Usman Khan,2022-03-20 00:00:00,1,15.2,Good,nan,1139
P100720,Lahore,House,1483.0,4.0,4.0,1983,no,1,7950000.0,Maham Shah,2025-04-21 00:00:00,2,5.3,Excellent,follow up,721
P101967,Faisalabad,Apartment,1506.0,2.0,2.0,2001,Yes,1,4000000.0,Zain Khan,2024-12-29 00:00:00,2,9.5,Good,urgent,1968
P102240,Karachi,House,784.0,2.0,2.0,1997,Yes,1,3350000.0,  Ali Iqbal  ,2025-07-18 00:00:00,2,13.9,Good,urgent,2241
P100058,Karachi,Apartment,614.0,1.0,1.0,2005,No,4,2950000.0,Hina Raza,2023-10-28 00:00:00,3,11.0,Good,nan,59
P100631,Multan,Townhouse,1962.0,4.0,3.0,1982,No,2,7900000.0,Sara Malik,2023-08-28 00:00:00,4,3.7,New,urgent,632
P101181,Karachi,House,1362.0,3.0,3.0,2004,No,1,6900000.0,Usman Shah,2025-02-09 00:00:00,1,10.5,Average,urgent,1182
P101697,Multan,Villa,2081.0,3.0,2.0,1982,No,3,10100000.0,Danish Sheikh,2023-06-12 00:00:00,2,12.1,Excellent,urgent,1698
P100592,Lahore,Villa,1389.0,3.0,3.0,1992,No,2,10900000.0,Ahmed Qureshi,2024-10-24 00:00:00,1,6.8,Excellent,VIP,593
P102208,Karachi,House,1287.0,2.0,2.0,1985,Y,2,7250000.0,Fatima Qureshi,2024-10-27 00:00:00,4,1.2,Good,owner waiting,2209
P100939,Karachi,Apartment,1985.0,5.0,5.0,1999,No,1,8950000.0,Saad Sheikh,2022-11-17 00:00:00,3,2.5,Good,follow up,940
P102359,Karachi,House,2895.0,5.0,5.0,2018,No,2,15050000.0,Sara Khan,2025-01-12 00:00:00,3,4.2,New,call later,2360
P101249,Peshawar,House,2536.0,4.0,4.0,1984,Yes,2,13500000.0,Ayesha Siddiqui,2023-01-27 00:00:00,3,8.2,Excellent,,1250
P100904,Peshawar,Villa,1363.0,2.0,2.0,2022,Yes,0,7650000.0,Ali Siddiqui,2023-06-10 00:00:00,3,6.8,New,nan,905
P101279,Islamabad,Townhouse,1028.0,2.0,2.0,1980,No,3,7150000.0,Sara Qureshi,2025-04-25 00:00:00,2,4.2,Good,nan,1280
P102242,Lahore,Villa,1808.0,3.0,,2008,No,2,11650000.0,Saad Qureshi,2024-08-01 00:00:00,2,8.5,New,,2243
P102432,Islamabad,Villa,2759.0,4.0,4.0,1996,,1,28950000.0,Sara Qureshi,2025-11-18 00:00:00,2,8.9,Good,nan,2433
P101592,Peshawar,Villa,1862.0,2.0,2.0,2001,Yes,4,10900000.0,Maham Raza,2022-03-03 00:00:00,3,7.5,Average,VIP,1593
P102314,Lahore,House,1070.0,4.0,3.0,2011,No,2,5850000.0,Danish Sheikh,2024-03-29 00:00:00,3,3.2,Good,nan,2315
P101916,Islamabad,Apartment,2949.0,6.0,6.0,1985,No,1,17150000.0,Ayesha Raza,2023-04-21 00:00:00,2,6.5,Average,call later,1917
P101971,Hyderabad,House,2500.0,6.0,5.0,2017,No,4,8700000.0,Fatima Sheikh,2022-04-30 00:00:00,1,8.9,Excellent,urgent,1972
P100706,Multan,House,,3.0,3.0,2009,Yes,0,5900000.0,Ali Siddiqui,2023-08-06 00:00:00,2,4.9,Excellent,nan,707
P101022,Hyderabad,House,1487.0,4.0,3.0,2017,No,1,4200000.0,Hassan Khan,2024-01-01 00:00:00,2,12.4,Excellent,urgent,1023
P100745,,Apartment,1385.0,3.0,2.0,1997,No,0,6300000.0,Hamza Butt,2025-07-24 00:00:00,2,4.2,Excellent,urgent,746
P101888,Faisalabad,Apartment,1669.0,3.0,3.0,1998,Yes,1,4750000.0,Fatima Ahmed,2024-02-25 00:00:00,2,4.1,Good,,1889
P102340,Karachi,Villa,1131.0,2.0,1.0,2003,Yes,3,9450000.0,Hina Butt,,3,8.7,Average,,2341
P100513,Karachi,Apartment,648.0,1.0,1.0,1986,Yes,0,2500000.0,Ahmed Raza,2024-03-29 00:00:00,2,19.1,Excellent,follow up,514
P100081,Lahore,Villa,1269.0,3.0,3.0,1984,Yes,3,9900000.0,Hina Sheikh,2023-08-24 00:00:00,3,5.8,Good,owner waiting,82
P102247,Islamabad,Apartment,1446.0,1.0,1.0,2016,No,3,8500000.0,Saad Qureshi,2022-01-04 00:00:00,2,6.7,Good,,2248
P101308,Karachi,Townhouse,1743.0,3.0,2.0,2018,Yes,2,9600000.0,Danish Shah,2024-07-19 00:00:00,2,4.8,Excellent,,1309
P100914,Hyderabad,House,2431.0,5.0,5.0,1987,No,3,7350000.0,Ahmed Raza,2024-06-08 00:00:00,2,13.9,Good,call later,915
P102334,Lahore,House,1430.0,2.0,1.0,1994,No,1,8100000.0,Hina Shah,2022-12-16 00:00:00,2,0.9,Good,nan,2335
P101875,Multan,House,1658.0,2.0,2.0,1992,No,2,5000000.0,Ayesha Raza,2023-06-10 00:00:00,2,5.8,Good,follow up,1876
P100150,Multan,Townhouse,474.0,2.0,2.0,1980,No,1,1250000.0,Ahmed Raza,2022-02-13 00:00:00,1,7.7,Good,,151
P100774,Karachi,Apartment,2091.0,5.0,5.0,2010,No,2,9950000.0,Bilal Raza,2024-04-08 00:00:00,2,6.9,Excellent,owner waiting,775
P100329,Karachi,Apartment,1444.0,2.0,2.0,1994,No,2,5000000.0,Ahmed Shah,2024-05-13 00:00:00,1,6.7,Good,follow up,330
P100006,Rawalpindi,Townhouse,1473.0,3.0,3.0,2023,Yes,1,7650000.0,Usman Malik,2024-01-28 00:00:00,2,10.0,Good,follow up,7
P100943,Lahore,House,1795.0,2.0,1.0,2008,No,3,10250000.0,Maham Raza,2024-08-21 00:00:00,2,11.7,Average,call later,944
P101645,Lahore,House,1836.0,4.0,4.0,2017,No,1,9900000.0,Ahmed Butt,2024-01-21 00:00:00,2,32.2,Average,owner waiting,1646
P100734,Karachi,House,2643.0,4.0,3.0,1985,Yes,1,18350000.0,Saad Siddiqui,2023-03-02 00:00:00,2,1.5,Good,follow up,735
P100909,Karachi,House,1227.0,2.0,1.0,2015,No,2,"7,800,000",Ahmed Shah,2022-05-30 00:00:00,2,9.3,Excellent,nan,910
P100468,Karachi,Apartment,2632.0,5.0,4.0,2002,Yes,1,10250000.0,Hina Sheikh,2023-08-30 00:00:00,3,3.1,New,urgent,469
P100181,Faisalabad,Villa,1019.0,2.0,2.0,2011,No,3,4050000.0,Sara Qureshi,2022-07-19 00:00:00,4,1.8,Average,owner waiting,182
P100164,Islamabad,Apartment,525.0,1.0,1.0,2011,No,1,3650000.0,Hina Qureshi,2024-01-07 00:00:00,3,6.5,Excellent,nan,165
P100451,Faisalabad,Villa,1952,5.0,5.0,1992,No,2,0,Fatima Iqbal,2025-12-05 00:00:00,4,10.3,Average,VIP,452
P100490,Rawalpindi,Villa,2858.0,5.0,4.0,1990,No,0,17700000.0,Ayesha Ahmed,2022-06-04 00:00:00,1,3.2,Excellent,urgent,491
P101580,Faisalabad,House,2287.0,3.0,3.0,1984,No,0,6500000.0,Maham Khan,2025-01-28 00:00:00,2,5.6,New,owner waiting,1581
P101143,Multan,House,1605.0,3.0,3.0,1988,Yes,2,5250000.0,Usman Shah,2024-03-30 00:00:00,3,1.2,Good,urgent,1144
P101311,Peshawar,House,1588.0,2.0,2.0,1999,No,1,5250000.0,Ayesha Shah,2022-01-14 00:00:00,3,3.2,Good,nan,1312
P101752,Faisalabad,House,1467.0,2.0,2.0,1984,No,1,5300000.0,Zain Khan,2023-09-07 00:00:00,2,1.5,Excellent,follow up,1753
P101111,Lahore,House,400.0,1.0,1.0,1993,No,2,1850000.0,Saad Butt,2025-05-23 00:00:00,2,12.8,Good,follow up,1112
P102414,Lahore,House,1953.0,2.0,1.0,1980, yes ,1,10750000.0,Ahmed Ahmed,2025-07-15 00:00:00,4,4.9,Good,,2415
P102398,Karachi,Villa,1535.0,3.0,3.0,2011,Yes,2,"11,150,000",Bilal Butt,2025-08-08 00:00:00,2,4.2,Average,nan,2399
P101535,Lahore,House,662.0,2.0,2.0,2018,Yes,1,3843501.076464368,Hina Ahmed,,1,13.9,Good,nan,1536
P102252,Lahore,House,1796.0,4.0,3.0,1996,Yes,2,10850000.0,Fatima Raza,2023-05-19 00:00:00,1,10.6,Good,urgent,2253
P102226,Rawalpindi,Villa,1611.0,3.0,2.0,1989,No,1,10800000.0,Hina Shah,,1,19.3,Good,VIP,2227
P101564,Multan,House,1641.0,4.0,4.0,1984,No,1,4650000.0,Hamza Shah,2025-08-17 00:00:00,2,5.1,Good,nan,1565
P102180,Multan,Townhouse,1717.0,1.0,1.0,2006,Yes,2,6250000.0,Hina Butt,2025-05-12 00:00:00,3,8.0,New,owner waiting,2181
P102321,Karachi,House,2250.0,4.0,3.0,2007,Yes,2,9950000.0,Ahmed Sheikh,2023-06-22 00:00:00,2,9.3,Average,urgent,2322
P101849,Rawalpindi,Villa,2890.0,4.0,4.0,2013,Yes,2,20100000.0,Omar Khan,2023-11-23 00:00:00,2,6.3,Good,owner waiting,1850
P100327,Islamabad,House,745.0,3.0,3.0,1982,No,2,5450000.0,Sara Iqbal,2024-01-31 00:00:00,2,4.3,Excellent,urgent,328
P100442,Rawalpindi,Villa,708.0,2.0,1.0,1992,No,1,3700000.0,Ali Qureshi,2022-11-26 00:00:00,4,4.5,New,nan,443
P102401,Multan,House,,2.0,1.0,2011,Yes,1,4800000.0,Maham Malik,2023-06-05 00:00:00,1,5.3,Excellent,call later,2402
P101767,Karachi,Villa,1189.0,2.0,2.0,1999,Yes,2,10250000.0,Ayesha Siddiqui,2022-05-05 00:00:00,1,1.3,New,nan,1768
P100832,Lahore,House,,1.0,1.0,1989,No,1,1950000.0,Omar Shah,2022-09-01 00:00:00,2,5.0,Good,call later,833
P102330,Islamabad,Apartment,1726.0,3.0,3.0,2005,No,2,10450000.0,Maham Sheikh,2025-04-22 00:00:00,2,6.3,Excellent,follow up,2331
P101951,Karachi,Townhouse,1546.0,20.0,1.0,2015,No,1,7350000.0,Maham Qureshi,2024-12-19 00:00:00,3,2.2,Excellent,owner waiting,1952
P101352,Karachi,House,2262.0,4.0,3.0,2022,Yes,2,16450000.0,Fatima Qureshi,2024-02-18 00:00:00,4,5.5,Good,call later,1353
P100086,Rawalpindi,House,,4.0,4.0,1980,No,1,7850000.0,Usman Raza,2025-05-01 00:00:00,3,5.6,Excellent,call later,87
P102474,Lahore,Apartment,1737.0,4.0,4.0,1994,Yes,0,7850000.0,Ali Butt,2023-01-26 00:00:00,2,7.7,Excellent,urgent,2475
P100777,Karachi,Apartment,433.0,1.0,1.0,1997,No,1,1900000.0,Maham Khan,2022-05-12 00:00:00,1,22.5,Average,follow up,778
P101544,Lahore,apartment,1833.0,4.0,4.0,1994,Yes,2,8550000.0,Ahmed Butt,2025-04-06 00:00:00,1,17.6,Good,nan,1545
P100054,Rawalpindi,House,2049.0,4.0,3.0,1980,Yes,2,9900000.0,Zain Sheikh,2025-12-09 00:00:00,2,2.0,Good,call later,55
P101935,Karachi,Apartment,1861.0,4.0,4.0,1992,No,1,8150000.0,Bilal Ahmed,2025-05-01 00:00:00,1,10.2,Excellent,call later,1936
P101287,Lahore,House,2135.0,4.0,3.0,1980,No,2,9950000.0,Usman Raza,2023-01-08 00:00:00,1,7.3,Average,follow up,1288
P101741,Karachi,Villa,1609.0,3.0,2.0,1991,Yes,1,11200000.0,Sara Qureshi,2023-05-25 00:00:00,1,7.5,Excellent,,1742
P102115,Peshawar,House,2153.0,3.0,3.0,2012,No,2,6250000.0,Hamza Siddiqui,unknown,2,3.3,Excellent,owner waiting,2116
P101245,Karachi,Apartment,1514.0,2.0,1.0,2013,Yes,1,7650000.0,Ayesha Butt,2023-03-30 00:00:00,2,11.6,New,VIP,1246
P100113,Islamabad,Villa,1333.0,2.0,1.0,1998,,2,11900000.0,Ahmed Butt,2024-06-02 00:00:00,3,2.8,Excellent,,114
P102375,Karachi,Apartment,1766.0,2.0,2.0,2007,No,2,7550000.0,Usman Khan,2022-11-16 00:00:00,2,7.6,Good,urgent,2376
P100987,Karachi,Apartment,1513.0,2.0,2.0,2013,Yes,0,7000000.0,Hina Raza,2025-07-05 00:00:00,3,2.7,Good,nan,988
P101944,Multan,House,2388.0,4.0,4.0,2011,No,2,10200000.0,Ayesha Malik,2024-09-19 00:00:00,3,2.9,Good,call later,1945
P101622,Multan,Villa,2642.0,4.0,3.0,1987,Yes,2,13750000.0,Maham Khan,2024-06-12 00:00:00,1,12.6,Good,owner waiting,1623
P101009,Lahore,House,2283.0,4.0,4.0,2004,No,2,12600000.0,Danish Siddiqui,2025-07-29 00:00:00,2,7.9,Good,VIP,1010
P101198,Karachi,House,1119.0,2.0,2.0,2016,Yes,1,5700000.0,Ahmed Iqbal,2023-12-18 00:00:00,2,6.4,New,call later,1199
P100589,Karachi,Townhouse,1942.0,3.0,3.0,2014,No,3,7900000.0,Hina Raza,2024-03-29 00:00:00,3,2.7,Average,,590
P100768,Karachi,Townhouse,1150.0,2.0,2.0,2018,Yes,3,3700000.0,Ahmed Shah,2022-12-07 00:00:00,3,9.9,Good,,769
P100017,Karachi,House,2100.0,4.0,4.0,2012,Y,1,15750000.0,Sara Malik,2023-06-15 00:00:00,2,16.0,Good,urgent,18
P101042,Islamabad,Villa,2810.0,5.0,5.0,2022,Yes,1,33300000.0,Hamza Khan,2023-04-29 00:00:00,2,1.5,Excellent,,1043
P102076,Hyderabad,Villa,1673.0,4.0,4.0,2004,No,1,5300000.0,Maham Ahmed,2022-04-28 00:00:00,2,3.9,Good,,2077
P100285,Lahore,Apartment,1112.0,,2.0,2021,No,1,4900000.0,Ahmed Iqbal,2023-11-08 00:00:00,1,4.6,New,urgent,286
P100428,Karachi,House,1498.0,3.0,2.0,1999,No,2,8200000.0,Saad Iqbal,2025-07-12 00:00:00,1,23.5,Good,,429
P102399,Islamabad,Villa,1219.0,1.0,1.0,2011,No,0,11200000.0,Hassan Khan,2023-02-13 00:00:00,2,0.2,Good,urgent,2400
P101450,Multan,House,1856.0,4.0,4.0,2020,Yes,2,7450000.0,Hamza Iqbal,2023-07-22 00:00:00,2,8.6,Average,follow up,1451
P100669,Lahore,Apartment,,4.0,4.0,1992,Yes,0,9500000.0,Hamza Qureshi,2024-02-23 00:00:00,2,28.1,Excellent,nan,670
P100031,Hyderabad,Apartment,1196.0,3.0,3.0,1992,No,4,3050000.0,Ahmed Raza,2024-02-12 00:00:00,3,13.0,Good,,32
P101341,Multan,Apartment,2665.0,4.0,4.0,2024,No,0,7600000.0,  Zain Siddiqui  ,2023-02-19 00:00:00,2,5.9,Excellent,VIP,1342
P100722,Karachi,Villa,2572.0,5.0,5.0,2006,No,3,21400000.0,  Ali Iqbal  ,2023-10-04 00:00:00,1,2.2,Excellent,VIP,723
P100951,Karachi,Apartment,979.0,1.0,1.0,1985,Yes,3,4750000.0,Bilal Khan,2022-06-05 00:00:00,2,11.9,Excellent,follow up,952
P102096,Karachi,House,486.0,1.0,1.0,2022,yes,3,2950000.0,  Zain Qureshi  ,2024-10-29 00:00:00,2,15.3,Good,nan,2097
P100214,Rawalpindi,Villa,1699.0,3.0,3.0,2006,Yes,0,8650000.0,Maham Ahmed,2024-01-27 00:00:00,4,9.3,Good,call later,215
P101846,Lahore,Villa,400.0,1.0,1.0,1980,Yes,0,2700000.0,Ahmed Qureshi,2024-12-10 00:00:00,2,9.2,Excellent,VIP,1847
P101164,Karachi,House,826.0,2.0,2.0,2009,Yes,3,"200,000,000",Hamza Khan,2022-02-21 00:00:00,4,1.9,Good,call later,1165
P100326,Multan,Apartment,1547.0,3.0,2.0,2014,No,2,5250000.0,Danish Khan,2025-11-19 00:00:00,4,13.1,New,,327
P100560,Karachi,Apartment,2014.0,4.0,4.0,1988,Yes,3,10650000.0,Ayesha Ahmed,2023-12-21 00:00:00,2,5.0,Average,,561
P101383,Hyderabad,Apartment,,3.0,3.0,2020,No,2,3350000.0,Zain Qureshi,2023-01-09 00:00:00,3,16.6,Excellent,call later,1384
P101086,Rawalpindi,House,2494.0,5.0,5.0,1998,No,2,10900000.0,Hamza Khan,2025-05-27 00:00:00,2,7.4,Good,call later,1087
P101889,Lahore,Apartment,2849.0,4.0,4.0,2003,No,1,10800000.0,Omar Iqbal,2024-08-04 00:00:00,1,2.8,Average,follow up,1890
P100341,Peshawar,House,2302.0,3.0,3.0,2006,No,2,8950000.0,Omar Qureshi,2023-05-02 00:00:00,3,10.3,New,,342
P100147,Islamabad,Villa,1622.0,,2.0,2000,No,1,17950000.0,Saad Sheikh,2025-01-03 00:00:00,1,5.9,Good,urgent,148
P101064,Lahore,Townhouse,400.0,1.0,,2018,No,2,2200000.0,Hina Siddiqui,2025-09-06 00:00:00,2,4.6,Excellent,follow up,2503
P102020,Islamabad,House,751.0,1.0,1.0,2023,Yes,1,5650000.0,Ali Khan,2022-10-05 00:00:00,3,4.5,Excellent,urgent,2021
P101107,Lahore,House,1595.0,3.0,2.0,2008,,1,7200000.0,Sara Ahmed,2024-10-19 00:00:00,3,2.7,Good,VIP,1108
P100848,Karachi,Villa,1347.0,1.0,1.0,2017,Yes,2,11950000.0,Hamza Raza,2024-01-03 00:00:00,2,7.2,Excellent,urgent,849
P100966,Peshawar,Apartment,2176.0,5.0,5.0,2000,Yes,0,6950000.0,Saad Qureshi,2022-03-19 00:00:00,3,6.7,Excellent,nan,967
P101072,Lahore,House,2152.0,4.0,4.0,2011,No,1,9350000.0,Sara Iqbal,2023-05-04 00:00:00,2,10.9,Needs Renovation,follow up,1073
P100155,Rawalpindi,Townhouse,2359.0,5.0,5.0,2008,Yes,2,"12,350,000",Usman Qureshi,2024-03-23 00:00:00,3,5.1,Good,VIP,156
P101718,Islamabad,Townhouse,,4.0,4.0,2017,Yes,3,9950000.0,Sara Butt,2025-12-25 00:00:00,2,6.4,Good,VIP,1719
P101656,Karachi,Townhouse,2617,6.0,6.0,1986,Yes,2,12150000.0,Ayesha Sheikh,2022-01-10 00:00:00,2,4.8,Excellent,,1657
P101002,Karachi,House,1465.0,3.0,2.0,2024,Yes,2,10850000.0,Hamza Khan,2024-04-07 00:00:00,3,6.1,Good,owner waiting,1003
P101904,Islamabad,Apartment,2698.0,4.0,3.0,1993,Yes,1,21650000.0,N/A,2024-04-26 00:00:00,2,14.8,Good,call later,1905
